,credit_card,reviews,user,comment,polarity,polarity_type
1973,American Express Credit Card,"Just love exciting array benefits, offers discounts that getting with this card.",Akshay,"just love excit array benefits, offer discount that get with thi card.",0.5,Positive
1974,American Express Credit Card,This card actually makes feel live rich. best!,Itisha,thi card actual make feel live rich. best!,0.377840909,Positive
1975,American Express Credit Card,There couldn't have been such elite privileges with other card this.,Anubha,there couldn't have been such elit privileg with other card this.,0,Neutral
1976,American Express Credit Card,Just feel that lifestyle offers with this card perfect!,Lima,just feel that lifestyl offer with thi card perfect!,1,Positive
1977,American Express Credit Card,biggest reason loving this card that complete terms benefits.,Chandni,biggest reason love thi card that complet term benefits.,0.5,Positive
1978,American Express Credit Card,have been using AMEX card years now. best!,Anita,have been use amex card year now. best!,1,Positive
1979,American Express Credit Card,reward structure this card fairly decent.,Frieda,reward structur thi card fairli decent.,0.166666667,Neutral
1980,American Express Credit Card,Perfect dining membership discounts availed with AMEX card.,Pankhi,perfect dine membership discount avail with amex card.,1,Positive
1981,American Express Credit Card,Supremely impressed elite lodging benefits card.,Seema,suprem impress elit lodg benefit card.,0,Neutral
1982,American Express Credit Card,This truly rewarding card which fascinating lifestyle privileges.,Resham,thi truli reward card which fascin lifestyl privileges.,0,Neutral
1983,American Express Credit Card,There special offers loyal AMEX card users. Love them!,Supriya,there special offer loyal amex card users. love them!,0.396825397,Positive
1984,American Express Credit Card,Happy with benefits airport lounges that with card.,Bhagat,happi with benefit airport loung that with card.,0,Neutral
1985,American Express Credit Card,golf wellness benefits that with this card truly supreme.,Girish,golf well benefit that with thi card truli supreme.,0,Neutral
1986,American Express Credit Card,loving elite lodging privileges that getting with card.,Alok,love elit lodg privileg that get with card.,0.5,Positive
1987,American Express Credit Card,high annual this card totally worth when even higher savings that brings.,Harmeet,high annual thi card total worth when even higher save that brings.,0.1775,Neutral
1988,American Express Credit Card,"Along with cards, even additional account business segregation.",Anupam,"along with cards, even addit account busi segregation.",0,Neutral
1989,American Express Credit Card,Simply love dining benefits available with this card. Best!,Drishti,simpli love dine benefit avail with thi card. best!,0.75,Positive
1990,American Express Credit Card,Enjoying abundant variety offers benefits that getting with this card,Anika,enjoy abund varieti offer benefit that get with thi card,0.4,Positive
1991,American Express Credit Card,"Though proper rewards card, amount savings offers good.",Tamana,"though proper reward card, amount save offer good.",0.35,Positive
1992,American Express Credit Card,This perfect lifestyle card which bags fascinating benefits.,Parichit,thi perfect lifestyl card which bag fascin benefits.,1,Positive
1993,American Express Credit Card,"Made supplementary benefit this card, brother, sister, mother father same card.",Kartik,"made supplementari benefit thi card, brother, sister, mother father same card.",0,Neutral
1994,American Express Credit Card,There benefit priority pass membership available with card.,Paridhi,there benefit prioriti pass membership avail with card.,0,Neutral
1995,American Express Credit Card,Love additional account available business segregation with this card.,Sharmeela,love addit account avail busi segreg with thi card.,0.5,Positive
1996,American Express Credit Card,This card fetches other card benefits. Best!,Vibhu,thi card fetch other card benefits. best!,1,Positive
1997,American Express Credit Card,getting insurance benefit crore with this card.,Anita,get insur benefit crore with thi card.,0,Neutral
1998,American Express Credit Card,Happy with supplementary card benefit that enjoy with card.,Hanshu,happi with supplementari card benefit that enjoy with card.,0.4,Positive
1999,American Express Credit Card,cashback deals AMEX card best! Superb!,Suresh,cashback deal amex card best! superb!,1,Positive
2000,American Express Credit Card,Just best card with significant variety benefits available with card.,Kiara,just best card with signific varieti benefit avail with card.,1,Positive
2001,American Express Credit Card,Love this credit card abundant variety offers that getting with,Lekha,love thi credit card abund varieti offer that get with,0.5,Positive
2002,American Express Credit Card,"AMEX card, even benefit supplementary card.",Bharti,"amex card, even benefit supplementari card.",0,Neutral
2003,American Express Credit Card,This definitely perfect card with array benefits offers.,Param,thi definit perfect card with array benefit offers.,1,Positive
2004,American Express Credit Card,Don't think there could have been better scheme card.,Saina,don't think there could have been better scheme card.,0.5,Positive
2005,American Express Credit Card,Impressed multitude deals offers available with this card.,Aaina,impress multitud deal offer avail with thi card.,0,Neutral
2006,American Express Credit Card,array benefits savings this card make totally worth,Anisha,array benefit save thi card make total worth,0.15,Neutral
2007,American Express Credit Card,Love card benefits that with this card.,Arti,love card benefit that with thi card.,0.5,Positive
2008,American Express Credit Card,Cannot tell happy feel with savings that enjoy with card.,Harpreet,cannot tell happi feel with save that enjoy with card.,0.4,Positive
2009,American Express Credit Card,annual 10000 definitely very high rewards benefits make,Dia,annual 10000 definit veri high reward benefit make,0.16,Neutral
2010,American Express Credit Card,benefits supplementary card with AMEX card.,Alok,benefit supplementari card with amex card.,0,Neutral
2011,American Express Credit Card,"traveling with tickets booked with this card, accident insurance benefit crore.",Tanya,"travel with ticket book with thi card, accid insur benefit crore.",0,Neutral
2012,American Express Credit Card,priority pass membership that with this card definitely most favorite benefit.,Priyam,prioriti pass membership that with thi card definit most favorit benefit.,0,Neutral
2013,American Express Credit Card,Platinum concierge from AmEx best! Love,Anam,platinum concierg from amex best! love,0.75,Positive
2014,American Express Credit Card,Don't think could have gotten better scheme card elsewhere. This perfect!,Kia,don't think could have gotten better scheme card elsewhere. thi perfect!,0.75,Positive
2015,American Express Credit Card,"Content with supreme variety benefits, offers discounts that getting with card.",Kripa,"content with suprem varieti benefits, offer discount that get with card.",0,Neutral
2016,American Express Credit Card,"Absolutely love multitude benefits, offers discounts this card.",Monika,"absolut love multitud benefits, offer discount thi card.",0.5,Positive
2017,American Express Credit Card,Just love range offers movie dining deals that with this card.,Ram,just love rang offer movi dine deal that with thi card.,0.5,Positive
2018,ICICI Bank Credit Card,easy convert higher value items EMIs with ICICI card.,Hanan,easi convert higher valu item emi with icici card.,0.25,Neutral
2019,ICICI Bank Credit Card,totally recommend this credit card everyone. host benefits.,Asha,total recommend thi credit card everyone. host benefits.,0,Neutral
2020,ICICI Bank Credit Card,just love ICICI Rubyx card. brings amazing variety benefits.,Suman,just love icici rubyx card. bring amaz varieti benefits.,0.5,Positive
2021,ICICI Bank Credit Card,happy that found about this card. great!,Anuja,happi that found about thi card. great!,0.8,Positive
2022,ICICI Bank Credit Card,glad that surcharge cost levied fuel payments done with ICICI card.,Neeta,glad that surcharg cost levi fuel payment done with icici card.,0.5,Positive
2023,ICICI Bank Credit Card,best benefit ICICI Rubyx card fascinating travel benefits that getting with,Shabnam,best benefit icici rubyx card fascin travel benefit that get with,1,Positive
2024,ICICI Bank Credit Card,Pretty happy have made right choice found this credit card.,Parvati,pretti happi have made right choic found thi credit card.,0.285714286,Positive
2025,ICICI Bank Credit Card,"best card that helps redeem points statement credit,",Bhawna,"best card that help redeem point statement credit,",1,Positive
2026,ICICI Bank Credit Card,just redeemed rewards shop gifts catalogue ICICI.,Rashmi,just redeem reward shop gift catalogu icici.,0,Neutral
2027,ICICI Bank Credit Card,reward redemption ICICI card pretty reasonable happy!,Reva,reward redempt icici card pretti reason happy!,0,Neutral
2028,ICICI Bank Credit Card,charges fees applicable ICICI card pretty decent.,Chaitali,charg fee applic icici card pretti decent.,0.166666667,Neutral
2029,ICICI Bank Credit Card,very happy content with BOGO movie offers that getting with card.,Akshay,veri happi content with bogo movi offer that get with card.,0,Neutral
2030,ICICI Bank Credit Card,used privilege ICICI card spouse board.,Ananta,use privileg icici card spous board.,0,Neutral
2031,ICICI Bank Credit Card,make easy balance transfer with ICICI card.,Jia,make easi balanc transfer with icici card.,0,Neutral
2032,ICICI Bank Credit Card,just cleared minimum bill then remainder balance converted into EMI.,Mahima,just clear minimum bill then remaind balanc convert into emi.,0.1,Neutral
2033,ICICI Bank Credit Card,interest cost that levied ICICI card pretty nominal.,Anju,interest cost that levi icici card pretti nominal.,0,Neutral
2034,ICICI Bank Credit Card,"This cost credit card. some impressive lounging, dining, movies, benefits.",Lekha,"thi cost credit card. some impress lounging, dining, movies, benefits.",0,Neutral
2035,ICICI Bank Credit Card,happy with impressive lounge benefits that getting with card.,Himmat,happi with impress loung benefit that get with card.,0,Neutral
2036,ICICI Bank Credit Card,There variety benefits offers applicable ICICI card. best!,Varsha,there varieti benefit offer applic icici card. best!,1,Positive
2037,ICICI Bank Credit Card,reasonable joining just 3000 paid card.,Meenal,reason join just 3000 paid card.,0,Neutral
2038,ICICI Bank Credit Card,availed member benefit card great.,Anju,avail member benefit card great.,0.8,Positive
2039,ICICI Bank Credit Card,"Before this, never been railway lounge. Thanks this credit card, this finally happened that free.",Reema,"befor this, never been railway lounge. thank thi credit card, thi final happen that free.",0.2,Neutral
2040,ICICI Bank Credit Card,getting some grand complimentary lounge accesses with ICICI card.,Ganpat,get some grand complimentari loung access with icici card.,0.5,Positive
2041,ICICI Bank Credit Card,This ICICI credit card fetches some incredibly offers benefits.,Shobha,thi icici credit card fetch some incred offer benefits.,0,Neutral
2042,ICICI Bank Credit Card,opted converting reward points cash getting statement credit.,Kishan,opt convert reward point cash get statement credit.,0,Neutral
2043,ICICI Bank Credit Card,could easily redeem rewards shop from catalogue gifts.,Mihir,could easili redeem reward shop from catalogu gifts.,0,Neutral
2044,ICICI Bank Credit Card,"last year, saved around 20,000 with ICICI Rubyx card.",Abhay,"last year, save around 20,000 with icici rubyx card.",0,Neutral
2045,ICICI Bank Credit Card,earned 15000 reward points with ICICI credit card.,Revan,earn 15000 reward point with icici credit card.,0,Neutral
2046,ICICI Bank Credit Card,annual spending last calendar year worth renewal waived even amazing milestone rewards 4500.,Anahita,annual spend last calendar year worth renew waiv even amaz mileston reward 4500.,0.15,Neutral
2047,ICICI Bank Credit Card,very decent credit limit ICICI card. lac.,Dia,veri decent credit limit icici card. lac.,0.166666667,Neutral
2048,ICICI Bank Credit Card,easy cash loan against ICICI credit card.,Kashish,easi cash loan against icici credit card.,0,Neutral
2049,ICICI Bank Credit Card,There just small applicable ICICI card. finance cost also less.,Suhani,there just small applic icici card. financ cost also less.,-0.208333333,Neutral
2050,ICICI Bank Credit Card,"longer need carry with myself massive amount cash. have Rubyx card, covered.",Ashna,"longer need carri with myself massiv amount cash. have rubyx card, covered.",0,Neutral
2051,ICICI Bank Credit Card,This power packed card which accepted internationally.,Purab,thi power pack card which accept internationally.,0,Neutral
2052,ICICI Bank Credit Card,"ICICI card anytime, anywhere. best!",Alok,"icici card anytime, anywhere. best!",1,Positive
2053,ICICI Bank Credit Card,Loving abundant benefits variety offers that getting with ICICI card.,Naina,love abund benefit varieti offer that get with icici card.,0.5,Positive
2054,ICICI Bank Credit Card,"This perfect card with best benefits grocery, dining, movies travel.",Parichit,"thi perfect card with best benefit grocery, dining, movi travel.",1,Positive
2055,ICICI Bank Credit Card,supremely cherishing vast variety benefits offers that getting with this card.,Vaishnav,suprem cherish vast varieti benefit offer that get with thi card.,0,Neutral
2056,ICICI Bank Credit Card,"ICICI Rubyx card, every payback point holds value 0.25 INR.",Ashna,"icici rubyx card, everi payback point hold valu 0.25 inr.",0,Neutral
2057,ICICI Bank Credit Card,have used credit cards before this best one!,Bhargav,have use credit card befor thi best one!,1,Positive
2058,ICICI Bank Credit Card,card just delivered. Cannot tell happy feel.,Devgan,card just delivered. cannot tell happi feel.,0,Neutral
2059,ICICI Bank Credit Card,"just love variety offers benefits that getting with card,",Vriti,"just love varieti offer benefit that get with card,",0.5,Positive
2060,ICICI Bank Credit Card,This perfect multi purpose credit card with some amazing dining movie privileges.,Sanjana,thi perfect multi purpos credit card with some amaz dine movi privileges.,1,Positive
2061,ICICI Bank Credit Card,"just cannot words, satiated feel having this credit card. brings abundant benefits",Suhani,"just cannot words, satiat feel have thi credit card. bring abund benefit",0,Neutral
2062,ICICI Bank Credit Card,enjoying travel privileges vouchers that getting with this Rubyx card.,Shrawan,enjoy travel privileg voucher that get with thi rubyx card.,0.4,Positive
2063,ICICI Bank Credit Card,Love BOGO movie offers applicable ICICI credit card.,Binita,love bogo movi offer applic icici credit card.,0.5,Positive
2064,ICICI Bank Credit Card,"There host benefits offers that come everyday, thanks this credit card.",Astha,"there host benefit offer that come everyday, thank thi credit card.",-0.2,Neutral
2065,ICICI Bank Credit Card,foreign markup pretty less with ICICI card. Love,Farida,foreign markup pretti less with icici card. love,0.069444444,Neutral
2066,ICICI Bank Credit Card,"every that spend with ICICI card, reward points.",Ashna,"everi that spend with icici card, reward points.",0,Neutral
2067,ICICI Bank Credit Card,didn't have bear surcharge cost ICICI card payment fuel.,Suvidha,didn't have bear surcharg cost icici card payment fuel.,0,Neutral
2068,ICICI Bank Credit Card,agents associated with ICICI best! They helped make right choice.,Alek,agent associ with icici best! they help make right choice.,0.642857143,Positive
2069,ICICI Bank Credit Card,"documentation process ICICI card very simple, quick hassle free.",Dhwani,"document process icici card veri simple, quick hassl free.",0.366666667,Positive
2070,ICICI Bank Credit Card,getting some fascinating savings with spending done with this card.,Fareeda,get some fascin save with spend done with thi card.,0,Neutral
2071,ICICI Bank Credit Card,There were free Spykar Lenskart vouchers that with card.,Vacchan,there were free spykar lenskart voucher that with card.,0.4,Positive
2072,ICICI Bank Credit Card,"payment joining fee, free headphone.",Jagrit,"payment join fee, free headphone.",0.4,Positive
2073,ICICI Bank Credit Card,There reasonable renewal only 2000 paid Rubyx card.,Saroj,there reason renew onli 2000 paid rubyx card.,0,Neutral
2074,ICICI Bank Credit Card,There number partner restaurants ICICI result with card.,Shrevidya,there number partner restaur icici result with card.,0,Neutral
2075,ICICI Bank Credit Card,getting some exciting golfing privileges with ICICI card.,Eklavya,get some excit golf privileg with icici card.,0,Neutral
2076,ICICI Bank Credit Card,"Now, payment bills super easy. ICICI best!",Sanya,"now, payment bill super easy. icici best!",0.666666667,Positive
2077,ICICI Bank Credit Card,ICICI agents definitely doing helping customers find what they need.,Aish,icici agent definit do help custom find what they need.,0,Neutral
2078,ICICI Bank Credit Card,really happy with variety offers benefits that getting with card.,Sagar,realli happi with varieti offer benefit that get with card.,0,Neutral
2079,ICICI Bank Credit Card,paid credit card dues there additional cost born.,Shitij,paid credit card due there addit cost born.,-0.125,Neutral
2080,ICICI Bank Credit Card,Happy receiving interest free grace period days with card.,Jamna,happi receiv interest free grace period day with card.,0.4,Positive
2081,ICICI Bank Credit Card,There very reasonable interest cost applicable this card.,Emma,there veri reason interest cost applic thi card.,0,Neutral
2082,ICICI Bank Credit Card,glad that 24/7 concierge assistance helpful when wanted plan vacation Maldives.,Kavya,glad that 24/7 concierg assist help when want plan vacat maldives.,0.5,Positive
2083,ICICI Bank Credit Card,love with this credit card massive privileges brings way.,Amisha,love with thi credit card massiv privileg bring way.,0.5,Positive
2084,ICICI Bank Credit Card,"Thank ICICI fine variety offers, benefits privileges.",Tridha,"thank icici fine varieti offers, benefit privileges.",0.416666667,Positive
2085,ICICI Bank Credit Card,This credit card from ICICI bringing some exciting offers way.,Shobhika,thi credit card from icici bring some excit offer way.,0,Neutral
2086,ICICI Bank Credit Card,certain that there just couldn't have been more complete card than this one.,Suhana,certain that there just couldn't have been more complet card than thi one.,0.214285714,Neutral
2087,ICICI Bank Credit Card,100% satiated customer ICICI. just perfect card that needed.,Surbhi,100% satiat custom icici. just perfect card that needed.,1,Positive
2088,ICICI Bank Credit Card,definitely very satiated with vast multitude offers benefits that getting with,Vibha,definit veri satiat with vast multitud offer benefit that get with,0,Neutral
2089,ICICI Bank Credit Card,This perfect card. came free lifetime,Parnay,thi perfect card. came free lifetim,0.7,Positive
2090,ICICI Bank Credit Card,"When spending more than lac, waiver renewal fee.",Sia,"when spend more than lac, waiver renew fee.",0,Neutral
2091,ICICI Bank Credit Card,"Now, save fuel cost since don't have bear surcharge element petrol cost.",Raghav,"now, save fuel cost sinc don't have bear surcharg element petrol cost.",0,Neutral
2092,ICICI Bank Credit Card,This credit card bags some fascinating lounging benefits along with some dining movie offers.,Jia,thi credit card bag some fascin loung benefit along with some dine movi offers.,0,Neutral
2093,ICICI Bank Credit Card,Super happy with railway lounge benefits that getting with ICICI card.,Somnath,super happi with railway loung benefit that get with icici card.,0.333333333,Positive
2094,ICICI Bank Credit Card,getting some great grocery privileges with ICICI Rubyx card.,Gagan,get some great groceri privileg with icici rubyx card.,0.8,Positive
2095,ICICI Bank Credit Card,There some abundant surprises that come every then with card.,Antil,there some abund surpris that come everi then with card.,0,Neutral
2096,ICICI Bank Credit Card,"glad opted ICICI Rubyx card, amazing with multitude discounts.",Amna,"glad opt icici rubyx card, amaz with multitud discounts.",0.5,Positive
2097,ICICI Bank Credit Card,This card fetching array discounts offers.,Sheenam,thi card fetch array discount offers.,0,Neutral
2098,ICICI Bank Credit Card,There were complimentary lounge access that with ICICI card.,Kavya,there were complimentari loung access that with icici card.,0,Neutral
2099,ICICI Bank Credit Card,redemption Payback points online offline only,Mina,redempt payback point onlin offlin onli,0,Neutral
2100,ICICI Bank Credit Card,redeem payback points online offline. cool!,Mita,redeem payback point onlin offline. cool!,0.35,Positive
2101,ICICI Bank Credit Card,paid joining benefits worth value 5000.,Jia,paid join benefit worth valu 5000.,0.3,Positive
2102,ICICI Bank Credit Card,auto assistance provided ICICI just perfect!,Apar,auto assist provid icici just perfect!,1,Positive
2103,ICICI Bank Credit Card,paid only 2000 annual cost card. Perfect!,Anju,paid onli 2000 annual cost card. perfect!,1,Positive
2104,ICICI Bank Credit Card,annual charge spending this card very reasonable.,Nitti,annual charg spend thi card veri reasonable.,0,Neutral
2105,ICICI Bank Credit Card,"Super happy with discounts, deals offers that getting with this card.",Sudeep,"super happi with discounts, deal offer that get with thi card.",0.333333333,Positive
2106,ICICI Bank Credit Card,redeemed reward points statement credit against bill.,Ajay,redeem reward point statement credit against bill.,0,Neutral
2107,ICICI Bank Credit Card,redeemed reward points shopped from gift catalogue.,Rabbi,redeem reward point shop from gift catalogue.,0,Neutral
2108,ICICI Bank Credit Card,There small charge reward redemption with this card.,Soham,there small charg reward redempt with thi card.,-0.25,Negative
2109,ICICI Bank Credit Card,fetch incredible payback discounts international spending done with card.,Anahita,fetch incred payback discount intern spend done with card.,0,Neutral
2110,ICICI Bank Credit Card,"booking movie tickets prompt, easy rewarding with this card.",Bhakti,"book movi ticket prompt, easi reward with thi card.",0,Neutral
2111,ICICI Bank Credit Card,"Every time, face hassle, reach helpline number ICICI immediate assistance.",Hardik,"everi time, face hassle, reach helplin number icici immedi assistance.",0,Neutral
2112,ICICI Bank Credit Card,There payback points which account INR. Perfect bank card!,Pia,there payback point which account inr. perfect bank card!,1,Positive
2113,ICICI Bank Credit Card,super easy rent premier like Limo using 24*7 I-Assist concierge services.,Soham,super easi rent premier like limo use 24*7 i-assist concierg services.,0.333333333,Positive
2114,ICICI Bank Credit Card,"domestic spending, reward points Mastercard ICICI card",Rumi,"domest spending, reward point mastercard icici card",0,Neutral
2115,ICICI Bank Credit Card,reward points spent with American express card.,Manju,reward point spent with american express card.,-0.05,Neutral
2116,ICICI Bank Credit Card,Every payback point earned with this card holds value 0.25.,Badal,everi payback point earn with thi card hold valu 0.25.,0,Neutral
2117,ICICI Bank Credit Card,made some international transaction spending with card reward points every spent.,Angoori,made some intern transact spend with card reward point everi spent.,-0.1,Neutral
2118,ICICI Bank Credit Card,24*7 I-Assist concierge services available need want round clock.,Amisha,24*7 i-assist concierg servic avail need want round clock.,-0.2,Neutral
2119,ICICI Bank Credit Card,"international spending, reward points every spent.",Lalit,"intern spending, reward point everi spent.",-0.1,Neutral
2120,ICICI Bank Credit Card,array additional rewards points with ICICI card.,Ali,array addit reward point with icici card.,0,Neutral
2121,ICICI Bank Credit Card,transactions that make super secure with chip card.,Tanvi,transact that make super secur with chip card.,0.333333333,Positive
2122,ICICI Bank Credit Card,24*7 I-Assist concierge services helps make easy hotel reservations.,Amit,24*7 i-assist concierg servic help make easi hotel reservations.,0,Neutral
2123,ICICI Bank Credit Card,"When expense over lac, 6000 additional points from bank.",Resham,"when expens over lac, 6000 addit point from bank.",0,Neutral
2124,ICICI Bank Credit Card,"domestic expenditure with this card, reward points.",Dona,"domest expenditur with thi card, reward points.",0,Neutral
2125,ICICI Bank Credit Card,"spending over lac, given 3000 milestone points rewards from ICICI.",Mahira,"spend over lac, given 3000 mileston point reward from icici.",0,Neutral
2126,ICICI Bank Credit Card,additional dining with this credit card just perfect benefit.,Drishti,addit dine with thi credit card just perfect benefit.,1,Positive
2127,ICICI Bank Credit Card,assistance concierge services helps avail easy flower gifting deliveries,Ana,assist concierg servic help avail easi flower gift deliveri,0,Neutral
2128,ICICI Bank Credit Card,additional payback points 15000 ICICI Rubyx card.,Anu,addit payback point 15000 icici rubyx card.,0,Neutral
2129,ICICI Bank Credit Card,utility spending that with this card fetches reward point every that spend.,Pari,util spend that with thi card fetch reward point everi that spend.,0,Neutral
2130,ICICI Bank Credit Card,getting dining with this ICICI credit card.,Dhani,get dine with thi icici credit card.,0,Neutral
2131,ICICI Bank Credit Card,booked game golf online enjoyed complimentary golfing benefit available with this card.,Tisha,book game golf onlin enjoy complimentari golf benefit avail with thi card.,0,Neutral
2132,ICICI Bank Credit Card,This best card. helps easy hotel restaurant referrals 24/7.,Gurdev,thi best card. help easi hotel restaur referr 24/7.,1,Positive
2133,ICICI Bank Credit Card,There 24/7 assistance available from ICICI. best bank.,Anita,there 24/7 assist avail from icici. best bank.,1,Positive
2134,ICICI Bank Credit Card,getting complimentary round golf with this ICICI Rubyx card.,Bani,get complimentari round golf with thi icici rubyx card.,-0.2,Neutral
2135,ICICI Bank Credit Card,"spending lac, annual waived ICICI.",Suhani,"spend lac, annual waiv icici.",0,Neutral
2136,ICICI Bank Credit Card,annual charge this card only 2000. Perfect!,Amaira,annual charg thi card onli 2000. perfect!,1,Positive
2137,ICICI Bank Credit Card,"acquiring card with ICICI spouse, bear additional fee.",Anita,"acquir card with icici spouse, bear addit fee.",0,Neutral
2138,ICICI Bank Credit Card,welcome vouchers that with ICICI card superb!,Vaibhav,welcom voucher that with icici card superb!,1,Positive
2139,ICICI Bank Credit Card,There reasonable 3000 that this card.,Meena,there reason 3000 that thi card.,0,Neutral
2140,ICICI Bank Credit Card,variety golfing benefits that getting with this card perfect.,Chhaya,varieti golf benefit that get with thi card perfect.,1,Positive
2141,ICICI Bank Credit Card,There surcharge applicable fuel when payment done with this card.,Laila,there surcharg applic fuel when payment done with thi card.,0,Neutral
2142,ICICI Bank Credit Card,getting milestone rewards with this ICICI credit card annual spending over lac.,Mitali,get mileston reward with thi icici credit card annual spend over lac.,0,Neutral
2143,ICICI Bank Credit Card,This perfect card. fetches good railway lounge access benefits.,Prachit,thi perfect card. fetch good railway loung access benefits.,0.85,Positive
2144,ICICI Bank Credit Card,Getting some complimentary lounge access with ICICI card both domestic international airports.,Kabir,get some complimentari loung access with icici card both domest intern airports.,0,Neutral
2145,ICICI Bank Credit Card,There BOGO movie offer applicable ICICI Rubyx card.,Mihir,there bogo movi offer applic icici rubyx card.,0,Neutral
2146,ICICI Bank Credit Card,Getting some amazing golfing benefits with ICICI. Love,Livya,get some amaz golf benefit with icici. love,0.5,Positive
2147,ICICI Bank Credit Card,enjoying vast multitude benefits rewards with ICICI.,Mona,enjoy vast multitud benefit reward with icici.,0.2,Neutral
2148,ICICI Bank Credit Card,There amazing payback benefits applicable ICICI credit card.,Afreen,there amaz payback benefit applic icici credit card.,0,Neutral
2149,ICICI Bank Credit Card,Like card powered American express Master Card.,Tahira,like card power american express master card.,0,Neutral
2150,ICICI Bank Credit Card,easy 24/7 assistance that with ICICI definitely great benefit.,Ananya,easi 24/7 assist that with icici definit great benefit.,0.8,Positive
2151,ICICI Bank Credit Card,Glad that ICICI agents were helpful helped right card.,Chehak,glad that icici agent were help help right card.,0.392857143,Positive
2152,ICICI Bank Credit Card,foreign markup only reasonable with this card.,Gazal,foreign markup onli reason with thi card.,-0.125,Neutral
2153,ICICI Bank Credit Card,rewards redemption charged from,Mahika,reward redempt charg from,0,Neutral
2154,ICICI Bank Credit Card,cash advance card.,Kashma,cash advanc card.,0,Neutral
2155,ICICI Bank Credit Card,Only reasonable amount 3.4% charged interest.,Resham,onli reason amount 3.4% charg interest.,0,Neutral
2156,ICICI Bank Credit Card,happy that this vert cost benefiting credit card.,Anandita,happi that thi vert cost benefit credit card.,0,Neutral
2157,ICICI Bank Credit Card,Glad that ICICI waived surcharge amount card.,Girja,glad that icici waiv surcharg amount card.,0.5,Positive
2158,ICICI Bank Credit Card,There humongous variety benefits that availed with this credit card.,Dhriti,there humong varieti benefit that avail with thi credit card.,0,Neutral
2159,ICICI Bank Credit Card,shopped using this card Amazon store off.,Amya,shop use thi card amazon store off.,0,Neutral
2160,ICICI Bank Credit Card,this card almost outlets accepting Visa Mastercard payments.,Mehar,thi card almost outlet accept visa mastercard payments.,0,Neutral
2161,ICICI Bank Credit Card,This globally accepted credit card. Love Superb!,Gehra,thi global accept credit card. love superb!,0.5,Positive
2162,ICICI Bank Credit Card,impressed usability ease this credit card.,Anahita,impress usabl eas thi credit card.,0,Neutral
2163,ICICI Bank Credit Card,"bill payments easy, quick hassle free.",Bhairvi,"bill payment easy, quick hassl free.",0.366666667,Positive
2164,ICICI Bank Credit Card,happy amazed savings this card brought way.,Akshra,happi amaz save thi card brought way.,0,Neutral
2165,ICICI Bank Credit Card,this card free lifetime from bank. happy!,Manya,thi card free lifetim from bank. happy!,0.4,Positive
2166,ICICI Bank Credit Card,been long association. ICICI best! Love,Akash,been long association. icici best! love,0.483333333,Positive
2167,ICICI Bank Credit Card,Happy that ICICI waived annual when spending over lac.,Binita,happi that icici waiv annual when spend over lac.,0,Neutral
2168,ICICI Bank Credit Card,getting dining bill with this credit card.,Dhani,get dine bill with thi credit card.,0,Neutral
2169,ICICI Bank Credit Card,totally recommend this credit card dealing with massive cost.,Mahika,total recommend thi credit card deal with massiv cost.,0,Neutral
2170,ICICI Bank Credit Card,don't think could have gotten more reliable rewarding card elsewhere.,Meena,don't think could have gotten more reliabl reward card elsewhere.,0,Neutral
2171,ICICI Bank Credit Card,totally recommend this card. fetches multitude benefits.,Reva,total recommend thi card. fetch multitud benefits.,0,Neutral
2172,ICICI Bank Credit Card,Cannot over vast variety offers benefits that getting with this card.,Varsha,cannot over vast varieti offer benefit that get with thi card.,0,Neutral
2173,ICICI Bank Credit Card,"There variety travel, movie dining privileges applicable this credit card.",Vishwa,"there varieti travel, movi dine privileg applic thi credit card.",0,Neutral
2174,ICICI Bank Credit Card,good benefits deals with ICICI worth 5000 with this credit card.,Binita,good benefit deal with icici worth 5000 with thi credit card.,0.5,Positive
2175,ICICI Bank Credit Card,card free with this ICICI credit card.,Amandeep,card free with thi icici credit card.,0.4,Positive
2176,ICICI Bank Credit Card,card free with this ICICI credit card.,Atishay,card free with thi icici credit card.,0.4,Positive
2177,ICICI Bank Credit Card,paid 2000 ICICI credit card. happy!,Ashna,paid 2000 icici credit card. happy!,0,Neutral
2178,ICICI Bank Credit Card,There small 3000 that charged issuance this card.,Savi,there small 3000 that charg issuanc thi card.,-0.25,Negative
2179,ICICI Bank Credit Card,surcharge waiver fuel cost this card.,Sudeep,surcharg waiver fuel cost thi card.,0,Neutral
2180,ICICI Bank Credit Card,definitely saving ever since switched this card.,Subhash,definit save ever sinc switch thi card.,0,Neutral
2181,ICICI Bank Credit Card,Happy with railway lounge access benefit that getting with this card.,Ramdeen,happi with railway loung access benefit that get with thi card.,0,Neutral
2182,ICICI Bank Credit Card,BOGO movie offer benefit this card best!,Bina,bogo movi offer benefit thi card best!,1,Positive
2183,ICICI Bank Credit Card,"There some massive discounts, deals benefits applicable this card.",Meena,"there some massiv discounts, deal benefit applic thi card.",0,Neutral
2184,ICICI Bank Credit Card,glad that this card cheaper than Sapphiro card which using earlier.,Atishay,glad that thi card cheaper than sapphiro card which use earlier.,0.25,Neutral
2185,ICICI Bank Credit Card,fine variety rewards benefits available with this card perfect!,Vibha,fine varieti reward benefit avail with thi card perfect!,0.708333333,Positive
