,bank_name,reviews,card_category,word_count,char_count,avg_word,stopwords,sentiment,topic,score
1723,Standard Chartered Bank Credit Card,like brings huge cashbacks offer,cashback,13,69,4.384615385,5,0.4,card,0.988590777
1724,State Bank of India Credit Card,on every rs100 spend 2,reward,14,63,3.571428571,3,0,spending,0.978813708
1725,HDFC Bank Credit Card,redeem accrued variety different alternative,reward,13,77,5,5,0,reward,0.965736985
1726,State Bank of India Credit Card,surcharge refill exempt irctc platinum user,fuel,13,73,4.692307692,4,0,fuel,0.987493634
1727,State Bank of India Credit Card,enjoying elite perfect benefit every month,reward,16,87,4.5,6,0.75,card,0.990070641
1728,State Bank of India Credit Card,got pantaloon voucher store welcome used spring collection,shopping,21,118,4.666666667,10,0.8,reward,0.995960712
1729,Citibank Credit Card,using iocl citi bank co branded in petrol bunk used sur charge waiver the high fill redeem purchasing they given limit r 14 lakh there annual fee make payment online,fuel,63,313,3.984126984,23,0.16,fuel,0.996701777
1730,State Bank of India Credit Card,this low cost massive bonus cashbacks,reward,12,68,4.75,4,0,card,0.991313457
1731,HDFC Bank Credit Card,hdfc bank airport lounge benefit priority pas getting domestic international travel for past 5 year holding free one this regalia emi facility using grocery fueletc,fuel,48,277,4.893617021,17,0.04,credit,0.983818054
1732,State Bank of India Credit Card,super happy rewarding benefiting,reward,12,68,4.75,6,0.54,benefit,0.999240279
1733,Citibank Credit Card,citi provided annual fee chargeable 1k much high compared bank if provide life time free chance many people apply it there waiver off use started restaurant purpose the limit 60k initial told eligible 1l 10l an interest rate high emi conversion applicable charge high 1520,shopping,89,454,4.255813953,33,0.23,card,0.982997596
1734,State Bank of India Credit Card,using taken online this delivered time without delay getting benefit converting emi option therethe limit satisfied drawback faced far,reward,52,292,4.725490196,20,0.3,credit,0.997195244
1735,State Bank of India Credit Card,this brilliantly low cost fascinating voucher offer,reward,14,87,5.285714286,5,0.35,card,0.992311537
1736,State Bank of India Credit Card,on 100 inr spent grocery 5x,reward,12,56,3.75,2,-0.1,benefit,0.989993393
1737,American Express Credit Card,like perfectly rewarding is love it,reward,11,60,4.545454545,2,0.5,credit,0.997591078
1738,ICICI Bank Credit Card,there inr 99 charged redemption,reward,14,72,4.214285714,8,0,card,0.946874022
1739,ICICI Bank Credit Card,since travel lot wanted opt scheme travel offered benefit various travel portal travel agent car rental,reward,28,153,4.5,9,0,reward,0.978062391
1740,American Express Credit Card,when paid joining fee got 5000 bonus membership,reward,15,79,4.333333333,3,0,reward,0.983379006
1741,ICICI Bank Credit Card,grocery movie ticket easy convenient,shopping,12,72,5.083333333,5,0.43,card,0.990267992
1742,State Bank of India Credit Card,recommend people heavy cost,fuel,12,64,4.416666667,4,-0.2,fuel,0.993611574
1743,ICICI Bank Credit Card,using icici one year they provided annual fee chargeable waiver option applicable the limit okay 50k since need purchase 45k month limit sufficient swipe travel purpose opted emi conversion,shopping,73,362,4.264705882,29,0.5,credit,0.987214923
1744,American Express Credit Card,havent seen perfectly rewarding one,reward,10,59,5,4,0.5,card,0.993382931
1745,State Bank of India Credit Card,with payment utility bill easy even use payment,reward,19,95,4.052631579,7,0.43,card,0.970011592
1746,State Bank of India Credit Card,using sb giving god discount benefit got time without delaythe limit pretty good 40000 using past 1 month the detail clearly shared agent drawback faced using,shopping,71,357,4.1,28,0.2,credit,0.993895769
1747,State Bank of India Credit Card,the best part using elite brings good variety fine degree cashbacks,reward,24,119,4,10,0.71,benefit,0.973360956
1748,HDFC Bank Credit Card,never contacted hdfc give waiver option annual fee regalia they send message asked told activate dnd facility month back for online benefit got,shopping,57,298,4.245614035,25,0,credit,0.994796991
1749,State Bank of India Credit Card,used refill bpcl petrol pump,reward,15,70,3.733333333,5,0,fuel,0.993491232
1750,American Express Credit Card,voucher worth 6000 online movie year,shopping,16,82,4.1875,6,0.3,card,0.987927258
1751,State Bank of India Credit Card,redeeming quick hassle free bpcl it best,reward,14,72,4.214285714,6,0.56,offer,0.897241175
1752,ICICI Bank Credit Card,made international transaction spending got 4 every 100 inr spent,reward,19,108,4.736842105,5,-0.05,spending,0.99025929
1753,State Bank of India Credit Card,grocery rewarding on every 100 inr spent 15,shopping,16,87,4.5,3,0.2,benefit,0.978010118
1754,State Bank of India Credit Card,super amazed diverse nature benefit cashbacks offered,reward,16,93,4.875,7,0.33,offer,0.889641285
1755,State Bank of India Credit Card,got instant waiver 1 payment,fuel,15,66,3.466666667,7,0,fuel,0.994369388
1756,American Express Credit Card,bear zero surcharge refill done hpcl,fuel,14,70,4.071428571,5,0,offer,0.989700317
1757,ICICI Bank Credit Card,getting 1 surcharge waiver,fuel,12,54,3.583333333,6,0,offer,0.992176652
1758,HDFC Bank Credit Card,this fetch fab lifestyle travel benefit,lifestyle,9,55,5.222222222,2,0,card,0.996284306
1759,State Bank of India Credit Card,making irctc booking using incredibly rewarding,reward,10,64,5.5,2,0.5,reward,0.995065153
1760,State Bank of India Credit Card,glad could accrue later use payment utility bill,reward,20,97,3.9,8,0.25,benefit,0.986907303
1761,State Bank of India Credit Card,the joint collaboration bp definitely rewarding u customer,reward,14,84,5.071428571,5,0.5,reward,0.997403324
1762,State Bank of India Credit Card,post 20 day acquisition got 2000 bonus,reward,17,88,4.235294118,5,0,credit,0.99290812
1763,American Express Credit Card,true fee pretty high voucher benefit cashbacks make it,reward,18,99,4.555555556,8,0.25,card,0.943929732
1764,State Bank of India Credit Card,glad capping number earn,reward,17,81,3.823529412,10,0.5,card,0.977540314
1765,ICICI Bank Credit Card,am icici two year feel good face issue the best part life time free used statement time used grocery many personal purposesi using bank mobile app function smooth simple,shopping,63,327,4.206349206,23,0.43,credit,0.997045815
1766,HSBC Bank Credit Card,online naturally rewarding always offer,shopping,17,95,4.647058824,8,0.5,reward,0.991040111
1767,State Bank of India Credit Card,enjoying vast variety benefit,shopping,11,68,5.272727273,4,0.25,benefit,0.928477526
1768,HSBC Bank Credit Card,satiated fine mix entertainment benefit coming way,reward,18,107,5,8,0.42,card,0.988611937
1769,State Bank of India Credit Card,on grocery 5x,reward,12,63,4.333333333,3,0,benefit,0.990064025
1770,Citibank Credit Card,redeem instantly 1200 outlet,fuel,13,67,4.230769231,5,0,fuel,0.971741259
1771,ICICI Bank Credit Card,2 every 100 inr spent,reward,13,58,3.538461538,3,-0.1,card,0.980404377
1772,Standard Chartered Bank Credit Card,the travel dining lounging golfing many aspect wherein benefit,shopping,20,118,4.95,7,0.5,benefit,0.990901172
1773,State Bank of India Credit Card,when made first cash withdrawal within first 2 month got 100 inr cashback,cashback,17,87,4.176470588,2,0.25,benefit,0.977913022
1774,HDFC Bank Credit Card,through app applied hdfc bank money back this life time free using 1 year this bank provides sufficient limit using purpose convert cash back,reward,57,268,4.076923077,20,0.13,credit,0.98850584
1775,HDFC Bank Credit Card,salary account hdfc provided life time free given also cashbacks using last 2 year upgraded enhanced limit upto r 45000 they called enhance limit accepted proposal asked emi facility unavailable here,cashback,80,414,4.1875,41,0.2,credit,0.950737417
1776,State Bank of India Credit Card,every 4 amount inr 1 a result lot saving achieved,reward,21,99,3.761904762,8,0,card,0.983964145
1777,State Bank of India Credit Card,definitely recommend struggling cost,fuel,13,76,4.923076923,6,0,fuel,0.99393338
1778,American Express Credit Card,loyal customer amex bank massive deal movie dining done,shopping,22,108,3.954545455,8,0.17,credit,0.986968577
1779,HSBC Bank Credit Card,happy it brings good array benefit,reward,16,78,3.9375,7,0.75,card,0.986585677
1780,American Express Credit Card,this highly rewarding fascinating offer scheme,reward,13,80,5.230769231,5,0.6,credit,0.996709168
1781,State Bank of India Credit Card,got activation bonus 2000,reward,13,65,4.076923077,4,0,card,0.979030013
1782,ICICI Bank Credit Card,redeemed statement bill,reward,12,66,4.583333333,5,0,credit,0.996647596
1783,State Bank of India Credit Card,on simply save 10x every 100 inr spent movie,reward,17,81,3.823529412,3,-0.05,card,0.987882853
1784,State Bank of India Credit Card,around 20000 accrued redeemed statement,reward,17,90,4.352941176,7,0,credit,0.996923566
1785,Standard Chartered Bank Credit Card,it perfect humongous variety benefit,shopping,12,69,4.833333333,5,1,card,0.987742364
1786,American Express Credit Card,redeemed 5000 milestone bonus travel voucher inr 4000,reward,13,80,5.230769231,4,0,benefit,0.952937424
1787,State Bank of India Credit Card,whenever spending inr 100 one point,reward,16,75,3.75,5,0,card,0.987268925
1788,State Bank of India Credit Card,the official website irctc hand best getting travel,reward,17,95,4.647058824,7,1,card,0.960136592
1789,HDFC Bank Credit Card,super satiated fine mix benefit applicable,reward,14,81,4.857142857,6,0.38,card,0.984299481
1790,State Bank of India Credit Card,satiated vast multitude offer deal saving help with,fuel,19,106,4.631578947,9,0,card,0.977049947
1791,State Bank of India Credit Card,the redemption system super easy redeemed payment bill,reward,20,105,4.3,8,0.38,reward,0.918069661
1792,State Bank of India Credit Card,this fetch 10x departmental purchase,reward,11,69,5.363636364,3,0,credit,0.98980099
1793,State Bank of India Credit Card,for people lot spending perfect,fuel,14,69,4,7,1,fuel,0.994857848
1794,State Bank of India Credit Card,provided low limit r 35k paying annual charge r 499 fee waiver if purchase bharath petroleum surcharge waived off hard copy submitted within 1015 day received time like online payment grocery,shopping,62,324,4.534482759,20,-0.15,fuel,0.98905164
1795,HDFC Bank Credit Card,getting fab deal done,shopping,11,53,3.909090909,5,0,card,0.989153922
1796,State Bank of India Credit Card,with got statement it best,reward,16,78,3.9375,4,1,credit,0.996709764
1797,ICICI Bank Credit Card,there surcharge applicable payment done,fuel,14,77,4.571428571,7,0,card,0.985947847
1798,State Bank of India Credit Card,one partner restaurant dining paying bill became rewarding 5x got elite,reward,33,162,3.939393939,16,0.5,reward,0.994461954
1799,Citibank Credit Card,on spending except grocery 1 point every inr 150 spent,fuel,19,94,4,5,-0.1,spending,0.97883749
1800,State Bank of India Credit Card,on first atm withdrawal using got flat cashback 100 inr,cashback,17,79,3.705882353,4,0.11,benefit,0.977253616
1801,Citibank Credit Card,got around 4 turbo spending pump,fuel,13,60,3.692307692,4,0,fuel,0.990163922
1802,State Bank of India Credit Card,using bank master 2 year applied online limit good process bill clearly shared email service good this master use purpose only,shopping,48,247,4.347826087,17,0.38,credit,0.991826773
1803,State Bank of India Credit Card,using elite two year fine benefit travel grocery,shopping,20,109,4.5,7,0.42,benefit,0.997763515
1804,State Bank of India Credit Card,this fetch multitude offer love it,reward,14,72,4.214285714,4,0.5,card,0.99296689
1805,State Bank of India Credit Card,used new perfume myself,reward,14,70,4.071428571,5,0.14,spending,0.975848556
1806,State Bank of India Credit Card,got cashback 100 inr first withdrawal,cashback,14,66,3.785714286,6,0.25,reward,0.98863095
1807,State Bank of India Credit Card,with elite earn lot since spending 100 inr 2,reward,23,106,3.652173913,6,0,card,0.986919999
1808,American Express Credit Card,recommend people like elite lifestyle it great,lifestyle,13,71,4.538461538,5,0.8,card,0.994677961
1809,State Bank of India Credit Card,simply cherish vast multitude benefit getting,reward,15,85,4.733333333,6,0,benefit,0.933020473
1810,HSBC Bank Credit Card,this brings mega saving every possible experience,shopping,11,72,5.636363636,2,0,credit,0.986697435
1811,State Bank of India Credit Card,good app excellent service using almost 3 year since 2017 life time free happy limit r 68k mostly using traveling hotel booking actually claim year this prime redeem voucher priority pas airport lounge access,reward,83,413,4.036585366,35,0.57,credit,0.985487103
1812,State Bank of India Credit Card,the dining offer fab love it,shopping,11,57,4.272727273,3,0.5,offer,0.938214958
1813,State Bank of India Credit Card,no surcharge paid simply save,fuel,15,65,3.4,8,0,fuel,0.990183592
1814,State Bank of India Credit Card,the joining benefit great spending perfect,reward,12,71,5,5,0.9,spending,0.986745119
1815,State Bank of India Credit Card,on first cash withdrawal atm bank got 100 inr cashback,cashback,16,77,3.875,4,0.25,benefit,0.98820132
1816,American Express Credit Card,simply enjoying cherishing movie online voucher available,shopping,14,95,5.857142857,5,0.45,card,0.991501808
1817,State Bank of India Credit Card,on grocery done big basket amazing,shopping,14,76,4.5,3,0.3,reward,0.994924247
1818,State Bank of India Credit Card,be dining grocery departmental store movie 10 per inr 100 spent,reward,17,97,4.764705882,2,-0.1,spending,0.98250401
1819,HDFC Bank Credit Card,got offer hdfc 2 month back applied directly bank received 15 day the limit 23k life time free emi conversion applicable easy it use purpose there benefit cash back,shopping,69,325,3.953846154,24,0.19,credit,0.992413223
1820,State Bank of India Credit Card,my spending saved 425 paying,fuel,13,66,4.153846154,6,0,fuel,0.997004628
1821,American Express Credit Card,used catalogue amex,shopping,11,62,4.727272727,5,0,reward,0.953139782
1822,HSBC Bank Credit Card,in every billing cycle enjoy saving inr 250,fuel,16,73,3.625,5,0.4,fuel,0.988630891
1823,Citibank Credit Card,on pre order made minimum transaction value inr 4000 cashback 15 duty free store,cashback,24,117,3.916666667,8,0.4,benefit,0.97743541
1824,American Express Credit Card,had accrued 3 year used planning short trip bali,reward,18,89,4,7,0,benefit,0.934569538
1825,State Bank of India Credit Card,made full use got statement,reward,17,80,3.764705882,6,0.35,credit,0.996277392
1826,State Bank of India Credit Card,redeemed 10k getting statement,reward,14,75,4.428571429,5,0,credit,0.99536562
1827,HDFC Bank Credit Card,my journey hdfc bank almost 4 year availed bankthe limit sufficient 15l life time free there movie benefit good getting discount easy use well,reward,56,286,4.358490566,21,0.51,credit,0.994374394
1828,State Bank of India Credit Card,like could shop vast gift catalogue using,reward,17,84,4,6,0,benefit,0.948062003
1829,State Bank of India Credit Card,on purchase made departmental store 5x,reward,12,66,4.583333333,3,0,benefit,0.986005783
1830,State Bank of India Credit Card,it third year discount keep getting better,reward,17,88,4.235294118,8,0.25,benefit,0.955699861
1831,Citibank Credit Card,it convenient redeem,fuel,12,61,4.166666667,7,0,fuel,0.985601425
1832,HDFC Bank Credit Card,on international spending 10x,reward,10,61,5.2,3,0,benefit,0.979462206
1833,State Bank of India Credit Card,redeemed gift offered redemption catalogue,reward,18,107,5,10,0,reward,0.9401353
1834,State Bank of India Credit Card,glad giving many offer regular basis,reward,14,71,4.142857143,6,0.33,benefit,0.945266008
1835,State Bank of India Credit Card,the best part using elite brings good variety fine degree cashbacks,cashback,24,119,4,10,0.71,benefit,0.973360956
1836,HDFC Bank Credit Card,a per hdfc partner program got 25k hdfc,reward,13,67,4.230769231,2,0,reward,0.986579418
1837,HSBC Bank Credit Card,there good via airmiles conversion singapore airline,reward,14,86,5.214285714,5,0.7,card,0.986287713
1838,State Bank of India Credit Card,be online offline everything easy,shopping,12,66,4.583333333,5,0.43,card,0.980177104
1839,State Bank of India Credit Card,super happy bank got fine variety,reward,14,69,4,7,0.52,benefit,0.872454643
1840,Citibank Credit Card,super content good number fine saving applicable,reward,16,91,4.75,7,0.48,card,0.981498837
1841,State Bank of India Credit Card,amazingly rewarding love it,shopping,10,60,5.1,3,0.5,card,0.996298313
1842,HSBC Bank Credit Card,the benefit cashbacks point main reason choosing hsbc getting mainly online offer like 5 various website restaurant getting free lounge access airport they asking provide voter id verification available hence given contacted me happy process executive behavior polite came document collection,shopping,85,491,4.845238095,36,0.32,credit,0.994628549
1843,State Bank of India Credit Card,got bonus value 500 inr acquisition,reward,19,93,3.947368421,7,0,credit,0.99204278
1844,State Bank of India Credit Card,like every spending 100 inr brings,reward,15,77,4.2,6,0,reward,0.990855694
1845,HDFC Bank Credit Card,getting number lifestyle benefit,lifestyle,12,66,4.583333333,5,0,credit,0.996526837
1846,HSBC Bank Credit Card,there reasonable fee inr 50 charged redemption,reward,14,75,4.428571429,6,0.2,reward,0.953947067
1847,HDFC Bank Credit Card,am money back hdfc bank im getting cashback purchase like regardless fashion online grocery hence make cash redemption faced issue got limit r 5 lakh duration 25 year based usage,cashback,67,354,4.298507463,27,0,card,0.987498581
1848,State Bank of India Credit Card,the done departmental store fetched array benefit,shopping,13,77,5,5,0,reward,0.993282616
1849,State Bank of India Credit Card,like rewarding appreciating while,reward,12,71,5,7,0.5,reward,0.967475832
1850,State Bank of India Credit Card,happy using elite incredibly rewarding,reward,13,72,4.615384615,6,0.65,reward,0.993855238
1851,HDFC Bank Credit Card,using hdfc past 3 year it life time free got money back limit 25k enhance limit 28k cash limit 10k monthly time payment 6th every month use restaurant based good benefit getting cash back purpose,shopping,77,365,3.853333333,28,0.17,fuel,0.986551881
1852,HDFC Bank Credit Card,using hdfc titanium 3 year it annual fee chargeable 500 rupee the limit was180l at initial 60k 3 time enhanced it done emi conversion done many time easy convert nominal charge use normal bill payment rent payment recharge based usage yet redeem it,reward,81,424,4.24691358,25,0.27,card,0.981020331
1853,Citibank Credit Card,could easily redeem accrued making car rental,reward,12,71,5,2,0.43,reward,0.971553504
1854,HDFC Bank Credit Card,this perfect based it amazing,reward,10,51,4.2,3,0.8,reward,0.996553779
1855,ICICI Bank Credit Card,my saving happening waiving surcharge cost,fuel,14,78,4.642857143,7,0,fuel,0.992713392
1856,HDFC Bank Credit Card,it easy convert air mile hotel ratio 11,reward,22,103,3.727272727,10,0.43,1,reward
1857,State Bank of India Credit Card,on every 125 inr spent 1 r,reward,16,65,3.125,4,-0.1,benefit,0.989501417
1858,HDFC Bank Credit Card,using hdfc bank availed online there discount movie ticket offer also benefit got time everything good far this life time free limit pretty good emi option there,fuel,62,323,4.225806452,25,0.43,credit,0.994633496
1859,State Bank of India Credit Card,whenever spent 100 inr elite 2 every 100 spent,reward,17,81,3.823529412,3,-0.1,card,0.97900939
1860,Citibank Credit Card,love excellent degree benefit repeatedly come way spending done,reward,20,114,4.75,9,0.75,card,0.974174619
1861,ICICI Bank Credit Card,glad multitude benefit getting,reward,17,88,4.235294118,10,0.5,card,0.978278995
1862,American Express Credit Card,at 500 different merchant redeem,reward,10,58,4.9,2,0,reward,0.94164443
1863,HDFC Bank Credit Card,from hdfc bank using regalia 12 year think this bank give free given good limit using flight booking getting priority pas mostly use domestic purpose,shopping,51,259,4.265306122,17,0.4,credit,0.997738838
1864,HSBC Bank Credit Card,seen high zero applicable fee,reward,13,66,4.153846154,5,0.16,card,0.977132022
1865,Citibank Credit Card,it convenient redeem,reward,12,61,4.166666667,7,0,fuel,0.985601425
1866,State Bank of India Credit Card,redeemed accumulated catalogue,shopping,14,85,5.142857143,6,0,reward,0.960194588
1867,HSBC Bank Credit Card,there plethora item catalogue could redeem them,reward,15,84,4.666666667,7,0,benefit,0.824208558
1868,Standard Chartered Bank Credit Card,this obviously good several benefit,reward,12,71,5,4,0.35,credit,0.993448496
1869,State Bank of India Credit Card,at non transaction 1 point every 100 inr spent,reward,15,75,4.066666667,2,-0.1,reward,0.951727569
1870,American Express Credit Card,amazing lifestyle privilege what comprehensive complete scheme,lifestyle,10,73,6.4,3,0.35,offer,0.960520327
1871,State Bank of India Credit Card,the bank service state bank india nice provide lot offer the discount satisfactory helpful day everyone prefer online going person mostly using grocery,shopping,47,252,4.47826087,20,0.55,benefit,0.968880594
1872,HDFC Bank Credit Card,hdfc bank offered diner club using 8 month know free chargeable limit okay mostly using getting customer service good,reward,52,264,4.096153846,24,0.52,credit,0.994607091
1873,State Bank of India Credit Card,getting array freedom benefit,fuel,11,56,4.181818182,4,0,benefit,0.97246629
1874,State Bank of India Credit Card,on first spending inr 500 got 350,reward,12,58,3.916666667,2,0.25,spending,0.981378615
1875,State Bank of India Credit Card,taken bank using almost 2 year only this comfortable aspect also repayment purpose good the limit good 1lakh redemption good also getting pointsthis easy use discount,reward,72,373,4.314285714,29,0.49,credit,0.99643904
1876,State Bank of India Credit Card,on utility payment good,reward,11,59,4.454545455,3,0.7,card,0.990669489
1877,State Bank of India Credit Card,this good great saving assured,fuel,11,53,3.909090909,4,0.75,offer,0.994373858
1878,ICICI Bank Credit Card,love travel voucher getting vast variety,reward,18,95,4.333333333,8,0.25,credit,0.980260968
1879,Standard Chartered Bank Credit Card,like 1 point hold value inr 1,reward,14,62,3.5,5,0,card,0.992711067
1880,State Bank of India Credit Card,the redemption easy hassle free,reward,10,56,4.7,3,0.42,offer,0.913192987
1881,State Bank of India Credit Card,despite joining fee 500 got 2000 bonus,reward,14,74,4.357142857,4,0,benefit,0.981856525
1882,State Bank of India Credit Card,using past 2 month the limit ok chargeable everything good far movie ticket offer benefit airport lounge access like purpose sometime discount,shopping,53,279,4.365384615,19,0.26,credit,0.989652395
1883,State Bank of India Credit Card,it perfect based 4999 joining fee,reward,14,70,4.071428571,6,1,card,0.989719808
1884,State Bank of India Credit Card,taken online the limit 55000 le chargeable need pay rs499 yearly there facility converting emi there benefit using service past 1 month everything good far since limit le using,fuel,75,376,4.136986301,34,0.18,credit,0.994822502
1885,State Bank of India Credit Card,the cashback scheme perfect it best,cashback,13,63,3.923076923,5,1,card,0.991922021
1886,State Bank of India Credit Card,shopped grocery got good,reward,13,65,4.076923077,5,0.7,reward,0.988679647
1887,State Bank of India Credit Card,got rewarding low cost,reward,13,63,3.923076923,7,0.25,credit,0.985807896
1888,State Bank of India Credit Card,made purchase department store found every 100 inr spend 5x,reward,24,121,4.083333333,8,0,spending,0.989886463
1889,State Bank of India Credit Card,this simply save brings 10x grocery,shopping,12,70,4.916666667,2,0,card,0.989643574
1890,State Bank of India Credit Card,especially save refill done bpcl pump,reward,17,85,4.058823529,7,0,fuel,0.975903988
1891,Citibank Credit Card,this fine based assures mega saving,reward,11,60,4.545454545,3,0.42,reward,0.993801594
1892,State Bank of India Credit Card,the reason like making travel booking rewarding especially irctc website,reward,18,106,4.944444444,6,0.25,card,0.995454848
1893,HDFC Bank Credit Card,grocery done bag 5x,reward,11,58,4.363636364,4,0,benefit,0.988256514
1894,State Bank of India Credit Card,on got incredible benefit online grocery,shopping,12,73,5.166666667,3,0.9,benefit,0.992709219
1895,State Bank of India Credit Card,offered annual fee chargeable 499 plus gst option waiver spend certain amount usage within year once verification done received one week along welcome kit the limit fine 86k a use purpose,shopping,62,314,4.080645161,23,0.48,offer,0.985636234
1896,State Bank of India Credit Card,redeemed 4000 refill bpcl pump,reward,13,67,4.230769231,4,0,fuel,0.980922222
1897,ICICI Bank Credit Card,every international transaction spending inr 100 fetch 4,reward,12,79,5.666666667,2,0,spending,0.976760209
1898,American Express Credit Card,just used comprehensive rewarding ever this one best,reward,15,86,4.8,6,0.75,card,0.979815304
1899,American Express Credit Card,earn additional 20 spending done amex membership partner outlet,reward,17,104,5.176470588,4,0,spending,0.992196858
1900,State Bank of India Credit Card,pretty much like keep covered use later,reward,18,88,3.944444444,7,0.15,reward,0.965403497
1901,State Bank of India Credit Card,made use acquiring bpcl voucher,reward,11,59,4.454545455,3,0,fuel,0.97950542
1902,Citibank Credit Card,absolutely admire fine benefit system citi bank,reward,13,76,4.923076923,4,0.31,card,0.976047218
1903,American Express Credit Card,got good discount laptop online,shopping,10,55,4.6,4,0.7,benefit,0.989460588
1904,State Bank of India Credit Card,like bringing fantastic grocery,shopping,14,78,4.642857143,5,0.4,reward,0.983081222
1905,American Express Credit Card,the discount got amex superb,fuel,12,57,3.833333333,4,1,benefit,0.992121816
1906,American Express Credit Card,though proper amount saving offer good,reward,15,79,4.333333333,7,0.35,offer,0.918698847
1907,State Bank of India Credit Card,using irctc faced difficultiesthere cash back offer well really useful app working properly got time without delay the agent shared detail processthe limit le rs75000,reward,61,333,4.475409836,26,0.1,credit,0.948053241
1908,HSBC Bank Credit Card,at low cost definitely rewarding others,reward,13,71,4.538461538,6,0.25,card,0.994313121
1909,ICICI Bank Credit Card,recommend anyone need complete rewarding experience,shopping,16,99,5.25,7,0.3,credit,0.983061194
1910,HSBC Bank Credit Card,on every inr 150 spent 2,reward,13,60,3.692307692,2,-0.1,spending,0.980463564
1911,State Bank of India Credit Card,super happy receiving 13x refill bpcl,fuel,13,70,4.461538462,5,0.57,benefit,0.985279739
1912,HDFC Bank Credit Card,using hdfc money back 5 year it life time free the limit sufficient 70k initial provided 40k later enhanced once got call banker enhance limit agree it emi conversion applicable use booking bus ticket got many discount,fuel,73,376,4.164383562,25,0.18,card,0.97026819
1913,Standard Chartered Bank Credit Card,every point equivalent inr 1 it great,reward,13,62,3.846153846,4,0.8,card,0.982925296
1914,State Bank of India Credit Card,used payment utility bill happy,reward,13,65,4.076923077,5,0.8,credit,0.965569794
1915,HSBC Bank Credit Card,lauded 6 every time shop inr 150,reward,16,73,3.625,3,0,benefit,0.985289514
1916,State Bank of India Credit Card,cost super cheap me 13x along 325 1 transaction waiver additional 075 goi,reward,30,151,4.066666667,10,0.37,fuel,0.996449828
1917,State Bank of India Credit Card,the redemption fee charged 99 inr,reward,13,64,4,4,0,reward,0.96900326
1918,State Bank of India Credit Card,like multitude cashbacks come way,reward,14,73,4.285714286,7,0,card,0.994363368
1919,State Bank of India Credit Card,couldnt imagined amazing saving this bpcl best,fuel,13,77,5,4,0.8,offer,0.989358664
1920,State Bank of India Credit Card,love many benefit brings reasonable cost,reward,14,76,4.5,6,0.4,card,0.980045021
1921,Citibank Credit Card,this brings good range grocery store,reward,14,73,4.285714286,5,0.7,credit,0.996813715
1922,HSBC Bank Credit Card,granted great accelerated spending 4 lac,reward,12,65,4.5,4,0.8,benefit,0.992101014
1923,State Bank of India Credit Card,on annual spending inr 4 lac granted 50000 bonus,reward,14,73,4.285714286,3,0,benefit,0.987326443
1924,HSBC Bank Credit Card,the mmt booking international flight immensely rewarding,reward,13,84,5.538461538,5,0.25,benefit,0.995730102
1925,State Bank of India Credit Card,the airline lounge benefit elite way fascinating,reward,16,93,4.875,6,0.7,offer,0.985042751
1926,HDFC Bank Credit Card,on transaction done good number,reward,16,81,4.125,6,0.7,reward,0.986048877
1927,HSBC Bank Credit Card,truly perfect based it great1,reward,12,60,4.083333333,5,1,reward,0.985481381
1928,ICICI Bank Credit Card,the spending 6 lac last calendar year bagged 7500 milestone,reward,15,81,4.466666667,4,0,benefit,0.992663622
1929,State Bank of India Credit Card,used online got flat discount 10,shopping,14,67,3.857142857,5,-0.03,card,0.968729019
1930,State Bank of India Credit Card,on payment booking 1 surcharge waiver,fuel,17,84,4,7,0,offer,0.988475978
1931,State Bank of India Credit Card,pretty impressed long chain partner restaurant eat make good,reward,19,109,4.789473684,7,0.48,benefit,0.966241717
1932,ICICI Bank Credit Card,glad surcharge cost levied payment done icici,fuel,17,85,4.058823529,7,0.5,fuel,0.991739333
1933,ICICI Bank Credit Card,getting surcharge waiver payment made,fuel,15,76,4.133333333,6,0,offer,0.989990175
1934,State Bank of India Credit Card,liking phenomenal discount done,shopping,14,81,4.857142857,6,0.5,card,0.985633671
1935,State Bank of India Credit Card,using almost purchase online offline brings fascinating,reward,19,104,4.526315789,8,0.7,card,0.97932291
1936,HSBC Bank Credit Card,it good redeem airmiles,reward,15,70,3.733333333,9,0.7,benefit,0.994045258
1937,Citibank Credit Card,this good based every spending fetch,reward,14,78,4.642857143,5,0.7,reward,0.994837582
1938,Citibank Credit Card,citi bank provide good customer service best response they offered r 1l used much purchase restauranteb bill payment rent payment using amazon voucher monthly getting,shopping,57,294,4.407407407,22,0.63,credit,0.989236653
1939,State Bank of India Credit Card,on every inr 100 spend item pertaining dining movie 10,reward,23,117,4.130434783,6,0,reward,0.975026608
1940,State Bank of India Credit Card,this brings good dining travel amazing,reward,13,81,5.307692308,3,0.65,benefit,0.989554584
1941,State Bank of India Credit Card,enjoying benefit dining traveling elite,shopping,14,80,4.785714286,5,0.5,benefit,0.979623139
1942,State Bank of India Credit Card,using fbb style up since 2 year never use much limit okay r 59k annual charge r 500 fee wavier charging fee planning close use online bill payment never contact customer care le used fbb outlet wont convert cash also,shopping,89,432,3.954022989,33,0.35,credit,0.993715525
1943,State Bank of India Credit Card,on every spending 13x every inr 100 spend,fuel,15,73,3.933333333,2,0,fuel,0.99104315
1944,State Bank of India Credit Card,happy vast lineup gift could choose redeeming,reward,17,91,4.411764706,7,0.43,reward,0.946188629
1945,American Express Credit Card,on spending inr 50 1 point great,reward,12,55,3.666666667,2,0.8,spending,0.991407752
