ttext,date,isretweet,retweetcount,favoritecount,score,product,region,country,duplicate
"@AxisBank Credit limit on my Axis card is lowest, requested for limit enhancement several times but no positive res  ",22-02-2022 07:26,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@2021Kashif Both @Flipkart  @AxisBank  are frauds.. Many customers applied for LTF Flipkart Axis Credit card. Now t  ,21-02-2022 13:30,FALSE,0,1,0,Axis,Bangalore,India,FALSE
@AnkitPrjpti Also ICICI Amazon Pay/Axis Flipkart credit card cashbacks!,21-02-2022 08:51,FALSE,0,1,1,Axis,Bangalore,India,FALSE
"@sitansumouli @AxisBankSupport @flipkartsupport @AxisBank Bro don't go with Flipkart Axis Credit Card, now all offe  ",20-02-2022 16:55,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@AxisBankSupport - Tried booking train tickets in irctc app using Paytm gateway with Axis bank credit card. App sho  ,20-02-2022 07:59,FALSE,0,0,0,Axis,Bangalore,India,FALSE
@AldapatiB @Flipkart @flipkartsupport @AxisBank @AxisBankSupport Flipkart Axis Credit Card is a entry level credit  ,20-02-2022 02:56,FALSE,0,0,0,Axis,Bangalore,India,FALSE
I think there is no problem in add on cards and removal of add on cars in axis Bank I recieved today axis magnus ad  ,19-02-2022 08:21,FALSE,0,7,-1,Axis,Bangalore,India,FALSE
"Hi Team I am getting continuously call from Paisa Bazaar, You have take a loan from Axis bank in 2019 around 1 lack  ",23-02-2022 05:08,TRUE,1,0,-1,Axis,Delhi,India,FALSE
"@flipkartsupport @Flipkart | applied
for Flipkart axis credit card with an offer
of rs.1000 gift card of Flipkart b  ",23-02-2022 04:13,FALSE,0,0,0,Axis,Delhi,India,FALSE
"Finally it is here

 ",22-02-2022 20:23,FALSE,0,4,0,Axis,Delhi,India,FALSE
"CyberSecurity
I was scammed, I immediately reported it to my bank @AxisBank @AxisBankSupport 
As the whole axis ba  ",22-02-2022 16:35,TRUE,2,1,0,Axis,Delhi,India,FALSE
"@AxisBankSupport Hi, my card ending existing Flipkart AXIS CREDIT CARD 0450 has an annual charge of Rs.499 , but ne  ",22-02-2022 16:05,FALSE,0,0,0,Axis,Delhi,India,FALSE
"@AxisBankSupport pathetic service by axis bank ..very bad experience of your credit card...complaint number

72178199
72095942",22-02-2022 14:12,FALSE,0,0,-2,Axis,Delhi,India,FALSE
@Amitabhchaudhry and @AxisBank and Sir axis bank i did not take any credit card but i have told my credit card bala  ,22-02-2022 13:46,FALSE,0,1,0,Axis,Delhi,India,FALSE
@airvistara I have got Axis bank Vistara credit card. I dont have recieved first time password for CV Id given. H  ,22-02-2022 12:50,FALSE,0,0,0,Axis,Delhi,India,FALSE
"Dear team, In the offer banner you said that I'll get flipkart voucher worth 1000 on my first transaction via Axis  ",22-02-2022 09:55,FALSE,0,2,1,Axis,Delhi,India,FALSE
"@AxisBankSupport biggest fraudsters axis bank...
I used Flipkart axis bank credit card from almost 2 years...
In 2  ",21-02-2022 09:24,FALSE,0,0,0,Axis,Delhi,India,FALSE
My naaam is Tarun kumar i have using last 2 year axis flipcard credit card but last 1week my credit card block any  ,21-02-2022 06:37,FALSE,0,0,0,Axis,Delhi,India,FALSE
Received another SMS today regarding Axis Bank Flipkart Credit Card. I have already mentioned that neither I reques  ,21-02-2022 06:22,TRUE,1,1,0,Axis,Delhi,India,FALSE
"@MyntraSupport @AxisBankSupport @flipkartsupport 
I had got welcome kit offer on Flipkart Axis Bank Credit Card 

O  ",21-02-2022 06:01,FALSE,0,0,1,Axis,Delhi,India,FALSE
"Flipkart Axis Bank Credit Card Apply Without Income Proof
 ",20-02-2022 09:47,FALSE,0,0,0,Axis,Delhi,India,FALSE
Flipkart Axis Bank Credit Card | Flipkart Axis Bank Credit Card Apply Wi...  ,20-02-2022 09:41,FALSE,0,0,0,Axis,Delhi,India,FALSE
@RUSSH_IN Is axis Bank Indian oil credit card is also life time free or is there any annual fee/charge.,20-02-2022 08:30,FALSE,0,0,1,Axis,Delhi,India,FALSE
"Airtel Axis Bank Credit Card added on Axis Hindi website

Features- 
Rs 500 Amazon voucher as welcome benefit
25% c  ",20-02-2022 07:16,TRUE,1,5,2,Axis,Delhi,India,FALSE
@AxisBankSupport What is the procedure to close Flipkart Axis Credit Card?,19-02-2022 18:18,FALSE,0,0,0,Axis,Delhi,India,FALSE
@AxisBankSupport  My naaam is Tarun kumar i have using last 2 year axis flipcard credit card but last 1week my cre  ,19-02-2022 16:59,FALSE,0,0,0,Axis,Delhi,India,FALSE
@AxisBank @AxisBankSupport  I need to raise a complaint regarding Flipkart axis bank credit card that I am unable t  ,19-02-2022 13:18,FALSE,0,0,-2,Axis,Delhi,India,FALSE
"@AxisBankSupport Hi Team, I have made payment axis bank credit card of Rs. 5471/- throught amazon status haowing su  ",19-02-2022 08:04,FALSE,0,0,0,Axis,Delhi,India,FALSE
@flipkartsupport I have applied for Flipkart Axis Bank Credit Card on 03 February 2022 but have only received Rs. 5  ,19-02-2022 07:24,FALSE,0,0,0,Axis,Delhi,India,FALSE
Axis Bank Atlas Credit Card features and benefits!  ,18-02-2022 02:03,TRUE,1,18,1,Axis,Delhi,India,FALSE
"@AxisBank My flipkart axis bank credit card is showing from generation 1 to 10 days, generation has not happened yet",23-02-2022 07:42,FALSE,0,0,0,Axis,Kolkata,India,FALSE
@AxisBankSupport can I hold multiple same credit card? eg. two flipkart axis bank card. If no then what are the pro  ,23-02-2022 04:36,FALSE,0,0,0,Axis,Kolkata,India,FALSE
"@AxisBankSupport Hi, I have an lifetime free Flipkart Axis credit card. As per banner on the Axis website MyZone ca  ",22-02-2022 04:51,FALSE,0,0,1,Axis,Kolkata,India,FALSE
"Airtel Axis Bank Credit Card 
 ",22-02-2022 04:23,FALSE,0,2,0,Axis,Kolkata,India,FALSE
Hey axis bank I apply 4 times for your credit card my account is 1 year old I have an iTR file good credit report a  ,20-02-2022 14:17,FALSE,0,0,1,Axis,Kolkata,India,FALSE
@AxisBank @AxisBankSupport what is the process to increase credit limit of Flipkart Axis bank credit card? I got this card on November 2021.,19-02-2022 17:53,FALSE,0,0,-1,Axis,Kolkata,India,FALSE
"@thetrickytrade @BrownPoints @AxisBank Here

 ",23-02-2022 07:03,FALSE,0,3,0,Axis,Mumbai,India,FALSE
"@AxisBank @AxisBankSupport @axiscredit @RBI I am using axis bank product like AC from last 5 years, credit card fro  ",23-02-2022 06:56,FALSE,0,0,1,Axis,Mumbai,India,FALSE
@GooglePayIndia Sure but the issue is from axis Bank credit card department.. according to the customer care of credit card department.,22-02-2022 10:38,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"@AxisBank  I have been using an Axis Bank ACE credit card.
I have been facing a problem for a week while I am doing  ",22-02-2022 10:19,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@AxisBank @AxisBankSupport Fraud bank ! Pathetic Service ! Last Month I fully paid my credit card amount &amp; want to  ,22-02-2022 08:58,FALSE,0,0,-2,Axis,Mumbai,India,FALSE
"@AxisBankSupport @addie_74 Dear Amitab,

Please help to solve the issue from last 1.5 year I am not getting any sol  ",22-02-2022 01:40,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"@AxisBankSupport Dear Amitab,

Please help to solve the issue from last 1.5 year I am not getting any solution from  ",22-02-2022 01:40,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"@AxisBankSupport @Mithila_bot Dear Amitab,

Please help to solve the issue from last 1.5 year I am not getting any  ",22-02-2022 01:38,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"@AxisBankSupport @Suman83937941 @Mithila_bot Waiting for your call
Just see how much time keep me on hold .

And I  ",21-02-2022 10:21,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@AxisBank @AxisBankSupport 
Got a call frm ths no. there was a lady from the other side and was very rude and prete  ",21-02-2022 09:52,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
"Must-know facts for every Axis Credit Card user:
 ",21-02-2022 07:14,TRUE,1,9,0,Axis,Mumbai,India,FALSE
@AxisBankSupport @flipkartsupport it's been 3 days i applied for a Flipkart Axis Bank Credit Card. My application i  ,21-02-2022 06:49,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@AxisBank @AxisBankSupport 
My credit bill generate date every month of 18th but today is 21th this month but not r  ",21-02-2022 04:42,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@AxisBankSupport Please help with the process to cancel Axis Bank Credit Card permanently.,21-02-2022 04:36,FALSE,0,0,0,Axis,Mumbai,India,FALSE
"@AxisBankSupport @AxisBank 
Ref no-220118507852
Please inform the complain status.
Very very 3 Rd class service by  ",20-02-2022 02:13,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@AxisBankSupport need help activating n setting pin on my new axis flipkart credit card. Not a banking customer. On  ,19-02-2022 17:44,FALSE,0,0,0,Axis,Mumbai,India,FALSE
I don't what's wrong with axis bank. I have not received credit card and it's showing me amount due is 1k can you p  ,19-02-2022 16:40,FALSE,0,0,-1,Axis,Mumbai,India,FALSE
@flipkartsupport @Flipkart @jagograhakjago I had applied for Flipkart axis credit card with offer of Rs.1000 gift c  ,19-02-2022 15:44,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@AxisBank  Your Credit Card Still not delivered @Flipkart  Promised Life time Free Credit Card Still Axis Bank char  ,19-02-2022 15:07,TRUE,1,0,2,Axis,Mumbai,India,FALSE
"Dear @Flipkart ,
I applied for Flipkart axis credit card, showing an offer of get 1000 gift voucher.
But I got a le  ",19-02-2022 10:54,FALSE,0,0,0,Axis,Mumbai,India,FALSE
@HDFCBank_Cares I've switched to Standard Chartered credit card since it offers better rewards ratio. So my HDFC cr  ,23-02-2022 02:32,FALSE,0,0,1,hdfc,Bangalore,India,FALSE
@HDFC_Bank Hi.. What is the procedure to cancel a HDFC credit card?,22-02-2022 20:12,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@HDFC_Bank @HDFCBank_Cares @HDFCBankNews Dear HDFC, I need your support in resolving the attached issue at the earl  ",22-02-2022 05:51,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
" Pre-Order : Samsung Galaxy Tab S8 with 11"" Display, RAM 8 GB, ROM 128 GB Expandable 

 ",22-02-2022 04:58,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@HDFCBank_Cares Sir/Madam, I had gone to withdraw money from HDFC Bank ATM at chennai and to my surprise after with  ",21-02-2022 11:16,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
"@manichoooo @realmeIndia 2k instant discount for hdfc credit card
1k extra discount for all credit and debit cards bro:)",21-02-2022 08:47,FALSE,0,1,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank @HDFCBank_Cares credit card blocked for last 4 days now. There's no way to get in touch with consumer ca  ,21-02-2022 07:06,FALSE,0,0,0,hdfc,Bangalore,India,FALSE
@sagarbandodkar2 @Ravisutanjani @TechnoFino How Come from ICICI BOB HDFC Credit Card ??..Curious To Know,19-02-2022 12:05,FALSE,0,1,0,hdfc,Bangalore,India,FALSE
"Does this happen in TradFi? Yes, if HDFC was a DAO and it gave back the 30-50% it earned in credit card overdue cha  ",19-02-2022 09:41,FALSE,0,1,-1,hdfc,Bangalore,India,FALSE
Got a call from 9151482130 and 8009456781 saying they are from @HDFC_Bank credit card team and tried to send OTP an  ,19-02-2022 07:57,FALSE,0,2,0,hdfc,Bangalore,India,FALSE
@HDFC_Bank I am following up for new credit card with hdfc as my current card is expired. My address is changed and  ,23-02-2022 07:30,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
@HDFCBank_Cares Hello! I have received my HDFC Credit Card. It has been already linked to my HDFC Savings Account b  ,23-02-2022 05:24,FALSE,0,0,1,hdfc,Delhi,India,FALSE
@HDFC_Bank @HDFCBank_Cares @HDFCBankNews my first salary account to my first current account my my first credit car  ,23-02-2022 05:13,FALSE,0,0,0,hdfc,Delhi,India,FALSE
shashidharjagdishan @HDFC_Bank I hv everything with you my first job with hdfc my saving account with hdfc my firs  ,23-02-2022 05:08,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares It's already 1 year and I'm simply asking why this thing happens to me, I'm working women I can't v  ",22-02-2022 17:38,FALSE,0,0,0,hdfc,Delhi,India,FALSE
HDFC BANK se Maine apne RBL ke credit card ka bill pay kiya.aur payment failed ho gya but paise mere account se ded  ,22-02-2022 12:20,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
I dont have credit card still my bill has been generated. adityapuri  @HDFC_Bank @HDFCBank_Cares,22-02-2022 07:09,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Dear @HDFC_Bank, I get a call from you every day. Kindly stop selling your credit card to me. I already have your c  ",22-02-2022 05:30,FALSE,0,0,1,hdfc,Delhi,India,FALSE
India one of biggest private bank don't have any dedicated credit card application what type of service they are pr  ,21-02-2022 16:23,FALSE,0,0,1,hdfc,Delhi,India,FALSE
"Hi, On behalf of one of friend I sharing his experience with @HDFCBank_Cares .
My friend is holding a credit card i  ",21-02-2022 10:27,FALSE,0,0,0,hdfc,Delhi,India,FALSE
HDFC credit card team is trying to deliver my credit card to my old address(Gurgaon) from last 5 months. Why are th  ,21-02-2022 08:31,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares How to connect with customer care when I m not having any account and credit card no with hdfc.
You  ",21-02-2022 07:58,TRUE,1,1,0,hdfc,Delhi,India,FALSE
@CIBIL_Official @HDFCBank_Cares @SBICard_Connect Plz find the sequence of HDFC credit card cheater team sequence  ,21-02-2022 06:10,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
@YESBANK I have 4 Credit Card which is 2 from SBI one from HDFC and 1 from Kotak and i do not have a singe account  ,21-02-2022 04:02,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares @RBI 
Dear team 
I applied for hdfc credit card but I am not received any card in my address then I  ",21-02-2022 02:30,TRUE,1,1,0,hdfc,Delhi,India,FALSE
"Worst Credit card ever had @HDFC_Bank .
Chasing them to give statement of 2015-16. But till date I havent got solu  ",19-02-2022 15:39,FALSE,0,0,-1,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares Hi, please note I have bought Samsung phone on 1st sep 2021 with HDFC CREDIT CARD, opted for 6month  ",19-02-2022 14:05,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"Dear @HDFC_Bank how can i reach to you?
Can you please arrange a call back to me, i am your credit card user.
Thank you",19-02-2022 06:44,FALSE,0,0,0,hdfc,Delhi,India,FALSE
"@HDFCBank_Cares @HDFC_Bank
@HDFCCredila
I opted for millennia credit card and I was assured that I will receive ama  ",23-02-2022 05:18,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
@sumankismat @HDFC_Bank @HDFCBank_Cares That's one of the reason I deactivated @HDFC_Bank Credit Card! They have a  ,22-02-2022 16:37,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
"@datta_arvind Competition is the issue. Reopening of HDFC Credit card driving the momentum, and eating into market  ",22-02-2022 14:12,FALSE,0,4,-1,hdfc,Kolkata,India,FALSE
Dear @HDFC_Bank if you can't provide RuPay credit card then I have to opt for other bank cards. I am using your car  ,22-02-2022 13:00,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
What is this @HDFCBank_Cares within 2 hours I received call from 2 staffs telling me I am eligible for loan against  ,22-02-2022 12:54,FALSE,0,0,0,hdfc,Kolkata,India,FALSE
@HDFC_Bank Please help me to get back my money stolen by @AxisBank during doing their Credit card payment through t  ,22-02-2022 02:41,FALSE,0,0,-1,hdfc,Kolkata,India,FALSE
Stopped using @HDFCBank_Cares Credit Card after using it continuously for the last 3.5 years. Reason? @HDFC_Bank knows that clearly!!,21-02-2022 15:28,FALSE,0,0,1,hdfc,Kolkata,India,FALSE
"@HDFC_Bank please find the message below as your customer call center sucksAttention!
We are constrained to BLOCK  ",23-02-2022 07:58,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
@HDFC_Bank inspite of paying the credit card bill got a message stating you are going to block my card..:: please let me knwo why???,23-02-2022 07:54,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
@HDFC_Bank what is your HDFC credit card twitter handle?,23-02-2022 06:04,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFC_Bank despite being no. 1 Pvt bank lacks basic customer engagement fundamentals. 

I am hdfc bank cust who is  ",23-02-2022 05:30,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
So dear @HDFC_Bank why is your marketing so aggressive? I mean IVR calls for NEW credit card on almost hourly basis  ,23-02-2022 04:58,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
"@SamsungIndia @SamsungMobile @Samsung  Team, I have not received any cash back of Rs. 5000 to my HDFC credit card a  ",23-02-2022 04:14,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFC_Bank need help.
I cannot see my credit card listed in HDFC net banking page whereas when trying to register i  ",23-02-2022 03:37,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFC_Bank I cleared my dues insta loan of my credit card, now I want clearance certificate. I called your customer  ",23-02-2022 02:57,FALSE,0,0,1,hdfc,Mumbai,India,FALSE
"@HDFCBank_Cares 
Hi I have applied for HDFC Millennia credit card on 23/01/2022. Its been 27 days and it says still  ",22-02-2022 17:53,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
@HDFC_Bank Zubin how much more amt will be taken for an email below is my email skshaikh664@gmail.com my credit car  ,22-02-2022 13:27,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"Today I got a call and they said ""Hello sir, I'm from HDFC Bank ,You are now applicable for credit card. Do you wan  ",22-02-2022 10:46,FALSE,0,2,0,hdfc,Mumbai,India,FALSE
"@CholaMS Dear Customer, Regret the inconvenience. Kindly share us the below details Typing the same.
Policy number  ",22-02-2022 03:27,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
"@vinod_medam @TechnoFino @RUSSH_IN @tejasghongadi @CardMavenIn 1) MobiKwik
2) HDFC Bank: Within net banking, go to  ",21-02-2022 11:40,FALSE,0,2,0,hdfc,Mumbai,India,FALSE
"@aditya_ses create a virtual one time use card dude ... lots of banks (HDFC, Kotak, ICICI Bank etc.)  allow you to  ",21-02-2022 09:27,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
@HDFC_Bank  I am using dinners club credit card. At many places this card is not accepted. I need to close it perma  ,21-02-2022 09:12,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@bladenomics @vinaynx Regalia

But to truly maximise HDFC Credit Card Benefits, u need to familiarise yourself with  ",21-02-2022 04:23,FALSE,0,2,1,hdfc,Mumbai,India,FALSE
"@HDFC_Bank I have credit cars for hdfc bank
And credit card loan .
All credit cards payments and loan payments are  ",21-02-2022 01:18,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
@HDFCBank_Cares Can't you stop Credit Card renewal and dispatch? Such pathetic services you people carry. @HDFC_Bank,20-02-2022 09:43,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
"@HDFCBank_Cares I m hdfc bank customer since 10 years , i m using credit card, wich having very low features , i do  ",19-02-2022 18:23,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
"@HDFC_Bank @HDFCBank_Cares kindy cancel my credit card application, application no DCC113355818 , I cant reach your customer care numbers",19-02-2022 14:22,FALSE,0,0,0,hdfc,Mumbai,India,FALSE
2 complaints pending with HDFC Credit card department. No help no solution no refund for no ticket issued and most  ,19-02-2022 11:04,FALSE,0,1,0,hdfc,Mumbai,India,FALSE
@HDFCBank_Cares @HDFC_Bank I have raised issue regarding credit card promotions.. Everytime I am getting same reply  ,19-02-2022 10:29,FALSE,0,0,-1,hdfc,Mumbai,India,FALSE
"@bharatpeindia @postpeapp Credit card bill not accepting @GetOneCardIN for repayment. Amex, icici, axis, citi were able to add.",23-02-2022 01:38,FALSE,0,0,0,icici,Bangalore,India,FALSE
@ICICIBank_Care I got call for the credit card I had applied over internet banking.I was told to sent AST YES from  ,21-02-2022 16:24,FALSE,0,0,0,icici,Bangalore,India,FALSE
@CardMavenIn One More ..My Father Is Already A RBL Credit Card Holder ..What if he eligible for Zomato Edition Card  ,21-02-2022 14:55,FALSE,0,0,0,icici,Bangalore,India,FALSE
@ICICIBank Why am i getting harrasing calls from the icici credit card team . A lady is ordering me to take credit  ,21-02-2022 09:42,FALSE,0,0,0,icici,Bangalore,India,FALSE
@AnkitPrjpti Also ICICI Amazon Pay/Axis Flipkart credit card cashbacks!,21-02-2022 08:51,FALSE,0,1,1,icici,Bangalore,India,FALSE
@sagarbandodkar2 @Ravisutanjani @TechnoFino How Come from ICICI BOB HDFC Credit Card ??..Curious To Know,19-02-2022 12:05,FALSE,0,1,0,icici,Bangalore,India,FALSE
I reported the cyber fraud done on my ICICI Credit Card on 10/06/21 where Rs 5.35 Lakh was siphoned off from my CRE  ,23-02-2022 04:31,FALSE,0,0,-1,icici,Delhi,India,FALSE
"Fraud ICICI Bank. Refund my Rs. 47905/- without fail, which u have deducted without my consent &amp; adjusted against t  ",23-02-2022 04:27,FALSE,0,0,-1,icici,Delhi,India,FALSE
I have applied for ICICI Amazon credit card on 25jan. I receive the card on 4th Feb. But your Amazon app is still s  ,23-02-2022 03:38,TRUE,1,0,0,icici,Delhi,India,FALSE
@ICICIBank I have credit card of ICICI (last four digit is 7002). Today is due date for payment. Today I have paid  ,22-02-2022 17:58,FALSE,0,0,0,icici,Delhi,India,FALSE
@amazonIN @ICICIBank_Care @ICICIBank @amazonpayicici amazon pay icici bank i submitted my application on 30/01/2022  ,22-02-2022 14:58,FALSE,0,0,0,icici,Delhi,India,FALSE
"@ICICIBank_Care My ICICI Amazon Pay Credit Card application KYC is still not completed after various attempts.
I ha  ",22-02-2022 08:57,FALSE,0,0,0,icici,Delhi,India,FALSE
"Fraud ICICI Bank. Refund my Rs. 47905/- without fail, which u have deducted without my consent &amp; adjusted against t  ",22-02-2022 08:55,TRUE,1,0,-1,icici,Delhi,India,TRUE
"Fraud ICICI Bank. Refund my Rs. 47905/- without fail, which u have deducted without my consent &amp; adjusted against t  ",22-02-2022 08:54,FALSE,0,0,-1,icici,Delhi,India,TRUE
@ICICIBank @ICICIBank_Care my new mobile number as registered one but when I was purchasing something using my ICIC  ,22-02-2022 06:37,FALSE,0,0,0,icici,Delhi,India,FALSE
"Dear @ICICIBank @ICICI_Direct ,
I was happy with your services a year back. I am not sure that I or any closed ones  ",21-02-2022 09:09,FALSE,0,0,1,icici,Delhi,India,FALSE
Amazon Pay ICICI Bank Credit Card Review  ,20-02-2022 18:34,FALSE,0,0,0,icici,Delhi,India,FALSE
"Amazon Pay Credit Card Unboxing | Amazon Pay ICICI Bank Credit Card Features | Tech Studio

AmazonPayCard  ",20-02-2022 12:03,FALSE,0,0,0,icici,Delhi,India,FALSE
I reported the cyber fraud done on my ICICI Credit Card on 10/06/21 where Rs 5.35 Lakh was siphoned off from my CRE  ,19-02-2022 21:19,TRUE,1,1,-1,icici,Delhi,India,TRUE
@DelhiPolice @DCPSEastDelhi @DCP_CCC_Delhi @Cyberdost I reported the cyber fraud done on my ICICI Credit Card on Ju  ,19-02-2022 21:13,FALSE,0,0,-1,icici,Delhi,India,FALSE
"@DelhiPolice @DCPSEastDelhi I reported the cyber fraud done on my ICICI Credit Card on June 10, 2021; where Rs 5.35  ",19-02-2022 21:05,FALSE,0,0,-1,icici,Delhi,India,FALSE
"@DelhiPolice @DCPSEastDelhi @Cyberdost I reported the cyber fraud done on my ICICI Credit Card on June 10, 2021; wh  ",19-02-2022 20:59,TRUE,1,0,-1,icici,Delhi,India,FALSE
@eazydiner Check the calculations as many times but your Amazon Pay ICICI credit card is now more dynamic! Use you  ,19-02-2022 07:30,FALSE,0,0,1,icici,Delhi,India,FALSE
Amazon Pay ICICI Bank Credit Card Review  ,17-02-2022 09:03,FALSE,0,0,0,icici,Delhi,India,TRUE
@eazydiner Check the calculations as many times but your Amazon Pay ICICI credit card is now more dynamic! Use you  ,15-02-2022 08:21,FALSE,0,0,1,icici,Delhi,India,TRUE
@ICICIBank There is already a bunch of fraud Twitter handle under the name of ICICI Bank and ICICI Credit Card. Pls  ,22-02-2022 16:35,FALSE,0,0,-1,icici,Kolkata,India,FALSE
"@ICICIBank_Care 
Chcek  this reference no (Bank reference No ) 
Is this credit icici credit card or not  ",22-02-2022 09:11,FALSE,0,0,0,icici,Kolkata,India,FALSE
@ICICIBank_Care @ICICIBank  my fingerprints verification were taken by the bank representatives and the same has no  ,21-02-2022 07:16,FALSE,0,0,0,icici,Kolkata,India,FALSE
"@amazonIN @amazontechdeals I am trying to buy One plus Nord CE2 which is launch today ,with  Amazon Pay ICICI credi  ",22-02-2022 14:25,FALSE,0,0,0,icici,Mumbai,India,FALSE
@ICICIBank @ICICIBank_Care got the follow msg regd free upgrade to rubyx credit card with no charges. is it fake?De  ,21-02-2022 10:00,FALSE,0,0,1,icici,Mumbai,India,FALSE
@ICICIBank_Care got the follow msg regarding free upgrade to rubyx credit card with no charges. is it genuine?Dear  ,21-02-2022 09:52,FALSE,0,0,1,icici,Mumbai,India,FALSE
"@aditya_ses create a virtual one time use card dude ... lots of banks (HDFC, Kotak, ICICI Bank etc.)  allow you to  ",21-02-2022 09:27,FALSE,0,0,0,icici,Mumbai,India,FALSE
"@ICICIBank @ICICIBank_Care even after making payments on time for my ICICI bank credit card, Im getting threatenin  ",21-02-2022 09:00,FALSE,0,0,0,icici,Mumbai,India,FALSE
"@ICICIBank_Care I want to apply for the platinum card so please help me regarding that need that card urgent
i alre  ",19-02-2022 09:06,FALSE,0,0,0,icici,Mumbai,India,FALSE
THE ICICI BANK IS NOT TAKING LEGAL ACTION &amp; TELLING MY FRIEND TO PAY MONEY merchant has claimed the transaction of  ,19-02-2022 08:30,FALSE,0,1,0,icici,Mumbai,India,FALSE
@rajeevcelos @datta_arvind @anu10anurag UPI is in the business of debit and sbi cards in credit. Better comparison  ,22-02-2022 15:50,FALSE,0,0,1,SBI,Bangalore,India,FALSE
@SBICard_Connect I have been issued recently the SBI SIMPLYCLICK CREDIT CARD . It was mentioned in the documents of  ,22-02-2022 11:05,FALSE,0,0,0,SBI,Bangalore,India,FALSE
@SBICard_Connect Sbi credit card is very worst card and no one can response for any inquiry customer service is als  ,22-02-2022 06:08,FALSE,0,0,-1,SBI,Bangalore,India,FALSE
@SBICard_Connect I have done my payment from upi but not reflected in my sbi credit card can you solve this ?,23-02-2022 06:33,FALSE,0,0,0,SBI,Delhi,India,FALSE
@ICICIBank I have credit card of ICICI (last four digit is 7002). Today is due date for payment. Today I have paid  ,22-02-2022 17:58,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@TheOfficialSBI sir , plz help me. I hv done a transaction thru sbi YONO APP for the payment of my credit card bill  ",22-02-2022 15:55,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@SBICard_Connect 
Good Day
I have already complain to change my sbi credit card on 14-feb-2022 at 14:37PM complain  ",22-02-2022 13:33,FALSE,0,0,-1,SBI,Delhi,India,FALSE
"@TheOfficialSBI 
Good day
I have already complain to change my sbi credit card on 14-feb-2022 at 14:37PM complain n  ",22-02-2022 13:06,FALSE,0,0,-1,SBI,Delhi,India,FALSE
"@SBICard_Connect 
This side neha patel from Delhi ncr behalf of SBI credit card department
Please contact me inidet  ",22-02-2022 08:26,FALSE,0,0,0,SBI,Delhi,India,FALSE
"@SBICard_Connect @TheOfficialSBI 
I have received an email by mentioning application number for SBI card but I have  ",21-02-2022 17:58,FALSE,0,0,0,SBI,Delhi,India,FALSE
@SBICard_Connect I am very disappointed with SBI credit service. No one is picking up the phone whenever I call on  ,21-02-2022 13:53,FALSE,0,0,-1,SBI,Delhi,India,FALSE
@SBICard_Connect Thanks SBI for your prompt support and resolution of my issue. Its a lesson to all the other cred  ,21-02-2022 05:41,FALSE,0,0,1,SBI,Delhi,India,FALSE
